"LSOA11CD","July17_2022","July18_2022","July19_2022","July20_2022","July21_2022","July22_2022"
"E01003076",22.68,27.51,28.49,21.83,19.96,18.54
"E01003077",22.68,27.51,28.49,21.83,19.96,18.54
"E01003078",22.68,27.51,28.49,21.83,19.96,18.54
"E01003079",22.68,27.51,28.49,21.83,19.96,18.54
"E01003080",22.68,27.51,28.49,21.83,19.96,18.54
"E01003081",22.68,27.51,28.49,21.83,19.96,18.54
"E01003082",22.68,27.51,28.49,21.83,19.96,18.54
"E01003083",22.68,27.51,28.49,21.83,19.96,18.54
"E01003084",22.68,27.51,28.49,21.83,19.96,18.54
"E01003085",22.68,27.51,28.49,21.83,19.96,18.54
"E01003086",22.68,27.51,28.49,21.83,19.96,18.54
"E01003087",22.68,27.51,28.49,21.83,19.96,18.54
"E01003088",22.68,27.51,28.49,21.83,19.96,18.54
"E01003089",22.68,27.51,28.49,21.83,19.96,18.54
"E01003090",22.68,27.51,28.49,21.83,19.96,18.54
"E01003091",22.68,27.51,28.49,21.83,19.96,18.54
"E01003092",22.68,27.51,28.49,21.83,19.96,18.54
"E01003093",22.68,27.51,28.49,21.83,19.96,18.54
"E01003094",22.68,27.51,28.49,21.83,19.96,18.54
"E01003095",22.68,27.51,28.49,21.83,19.96,18.54
"E01003096",22.68,27.51,28.49,21.83,19.96,18.54
"E01003097",22.68,27.51,28.49,21.83,19.96,18.54
"E01003098",22.68,27.51,28.49,21.83,19.96,18.54
"E01003099",22.68,27.51,28.49,21.83,19.96,18.54
"E01003100",22.68,27.51,28.49,21.83,19.96,18.54
"E01003101",22.68,27.51,28.49,21.83,19.96,18.54
"E01003102",22.68,27.51,28.49,21.83,19.96,18.54
"E01003104",22.68,27.51,28.49,21.83,19.96,18.54
"E01003105",22.68,27.51,28.49,21.83,19.96,18.54
"E01003106",22.68,27.51,28.49,21.83,19.96,18.54
"E01003107",22.68,27.51,28.49,21.83,19.96,18.54
"E01003108",22.68,27.51,28.49,21.83,19.96,18.54
"E01003109",22.68,27.51,28.49,21.83,19.96,18.54
"E01003110",22.68,27.51,28.49,21.83,19.96,18.54
"E01003111",22.68,27.51,28.49,21.83,19.96,18.54
"E01003112",22.68,27.51,28.49,21.83,19.96,18.54
"E01003113",22.68,27.51,28.49,21.83,19.96,18.54
"E01003114",22.68,27.51,28.49,21.83,19.96,18.54
"E01003115",22.68,27.51,28.49,21.83,19.96,18.54
"E01003116",22.68,27.51,28.49,21.83,19.96,18.54
"E01003117",22.68,27.51,28.49,21.83,19.96,18.54
"E01003118",22.68,27.51,28.49,21.83,19.96,18.54
"E01003119",22.68,27.51,28.49,21.83,19.96,18.54
"E01003120",22.68,27.51,28.49,21.83,19.96,18.54
"E01003121",22.68,27.51,28.49,21.83,19.96,18.54
"E01003122",22.68,27.51,28.49,21.83,19.96,18.54
"E01003123",22.68,27.51,28.49,21.83,19.96,18.54
"E01003124",22.68,27.51,28.49,21.83,19.96,18.54
"E01003125",22.68,27.51,28.49,21.83,19.96,18.54
"E01003126",22.68,27.51,28.49,21.83,19.96,18.54
"E01003127",22.68,27.51,28.49,21.83,19.96,18.54
"E01003128",22.68,27.51,28.49,21.83,19.96,18.54
"E01003129",22.68,27.51,28.49,21.83,19.96,18.54
"E01003130",22.68,27.51,28.49,21.83,19.96,18.54
"E01003131",22.68,27.51,28.49,21.83,19.96,18.54
"E01003132",22.68,27.51,28.49,21.83,19.96,18.54
"E01003133",22.68,27.51,28.49,21.83,19.96,18.54
"E01003134",22.68,27.51,28.49,21.83,19.96,18.54
"E01003135",22.68,27.51,28.49,21.83,19.96,18.54
"E01003136",22.68,27.51,28.49,21.83,19.96,18.54
"E01003137",22.68,27.51,28.49,21.83,19.96,18.54
"E01003138",22.68,27.51,28.49,21.83,19.96,18.54
"E01003139",22.68,27.51,28.49,21.83,19.96,18.54
"E01003140",22.68,27.51,28.49,21.83,19.96,18.54
"E01003141",22.68,27.51,28.49,21.83,19.96,18.54
"E01003142",22.68,27.51,28.49,21.83,19.96,18.54
"E01003143",22.68,27.51,28.49,21.83,19.96,18.54
"E01003144",22.68,27.51,28.49,21.83,19.96,18.54
"E01003145",22.68,27.51,28.49,21.83,19.96,18.54
"E01003146",22.68,27.51,28.49,21.83,19.96,18.54
"E01003147",22.68,27.51,28.49,21.83,19.96,18.54
"E01003148",22.68,27.51,28.49,21.83,19.96,18.54
"E01003149",22.68,27.51,28.49,21.83,19.96,18.54
"E01003150",22.68,27.51,28.49,21.83,19.96,18.54
"E01003151",22.68,27.51,28.49,21.83,19.96,18.54
"E01003152",22.68,27.51,28.49,21.83,19.96,18.54
"E01003153",22.68,27.51,28.49,21.83,19.96,18.54
"E01003154",22.68,27.51,28.49,21.83,19.96,18.54
"E01003155",22.68,27.51,28.49,21.83,19.96,18.54
"E01003156",22.68,27.51,28.49,21.83,19.96,18.54
"E01003157",22.68,27.51,28.49,21.83,19.96,18.54
"E01003158",22.68,27.51,28.49,21.83,19.96,18.54
"E01003159",22.68,27.51,28.49,21.83,19.96,18.54
"E01003160",22.68,27.51,28.49,21.83,19.96,18.54
"E01003161",22.68,27.51,28.49,21.83,19.96,18.54
"E01003162",22.68,27.51,28.49,21.83,19.96,18.54
"E01003163",22.68,27.51,28.49,21.83,19.96,18.54
"E01003164",22.68,27.51,28.49,21.83,19.96,18.54
"E01003165",22.68,27.51,28.49,21.83,19.96,18.54
"E01003166",22.68,27.51,28.49,21.83,19.96,18.54
"E01003167",22.68,27.51,28.49,21.83,19.96,18.54
"E01003168",22.68,27.51,28.49,21.83,19.96,18.54
"E01003169",22.68,27.51,28.49,21.83,19.96,18.54
"E01003170",22.68,27.51,28.49,21.83,19.96,18.54
"E01003171",22.68,27.51,28.49,21.83,19.96,18.54
"E01003172",22.68,27.51,28.49,21.83,19.96,18.54
"E01003173",22.68,27.51,28.49,21.83,19.96,18.54
"E01003174",22.68,27.51,28.49,21.83,19.96,18.54
"E01003175",22.68,27.51,28.49,21.83,19.96,18.54
"E01003176",22.68,27.51,28.49,21.83,19.96,18.54
"E01003177",22.68,27.51,28.49,21.83,19.96,18.54
"E01003178",22.68,27.51,28.49,21.83,19.96,18.54
"E01003179",22.68,27.51,28.49,21.83,19.96,18.54
"E01003180",22.68,27.51,28.49,21.83,19.96,18.54
"E01003181",22.68,27.51,28.49,21.83,19.96,18.54
"E01003182",22.68,27.51,28.49,21.83,19.96,18.54
"E01003183",22.68,27.51,28.49,21.83,19.96,18.54
"E01003184",22.68,27.51,28.49,21.83,19.96,18.54
"E01003185",22.68,27.51,28.49,21.83,19.96,18.54
"E01003186",22.68,27.51,28.49,21.83,19.96,18.54
"E01003187",22.68,27.51,28.49,21.83,19.96,18.54
"E01003188",22.68,27.51,28.49,21.83,19.96,18.54
"E01003189",22.68,27.51,28.49,21.83,19.96,18.54
"E01003190",22.68,27.51,28.49,21.83,19.96,18.54
"E01003191",22.68,27.51,28.49,21.83,19.96,18.54
"E01003192",22.68,27.51,28.49,21.83,19.96,18.54
"E01003193",22.68,27.51,28.49,21.83,19.96,18.54
"E01003194",22.68,27.51,28.49,21.83,19.96,18.54
"E01003195",22.68,27.51,28.49,21.83,19.96,18.54
"E01003196",22.68,27.51,28.49,21.83,19.96,18.54
"E01003197",22.68,27.51,28.49,21.83,19.96,18.54
"E01003198",22.68,27.51,28.49,21.83,19.96,18.54
"E01003199",22.68,27.51,28.49,21.83,19.96,18.54
"E01003200",22.68,27.51,28.49,21.83,19.96,18.54
"E01003201",22.68,27.51,28.49,21.83,19.96,18.54
"E01003202",22.68,27.51,28.49,21.83,19.96,18.54
"E01003203",22.68,27.51,28.49,21.83,19.96,18.54
"E01003204",22.68,27.51,28.49,21.83,19.96,18.54
"E01003205",22.68,27.51,28.49,21.83,19.96,18.54
"E01003206",22.68,27.51,28.49,21.83,19.96,18.54
"E01003207",22.68,27.51,28.49,21.83,19.96,18.54
"E01003209",22.68,27.51,28.49,21.83,19.96,18.54
"E01003210",22.68,27.51,28.49,21.83,19.96,18.54
"E01003211",22.68,27.51,28.49,21.83,19.96,18.54
"E01003212",22.68,27.51,28.49,21.83,19.96,18.54
"E01003213",22.68,27.51,28.49,21.83,19.96,18.54
"E01003214",22.68,27.51,28.49,21.83,19.96,18.54
"E01003215",22.68,27.51,28.49,21.83,19.96,18.54
"E01003216",22.68,27.51,28.49,21.83,19.96,18.54
"E01003217",22.68,27.51,28.49,21.83,19.96,18.54
"E01003218",22.68,27.51,28.49,21.83,19.96,18.54
"E01003219",22.68,27.51,28.49,21.83,19.96,18.54
"E01003220",22.68,27.51,28.49,21.83,19.96,18.54
"E01003221",22.68,27.51,28.49,21.83,19.96,18.54
"E01003222",22.68,27.51,28.49,21.83,19.96,18.54
"E01003223",22.68,27.51,28.49,21.83,19.96,18.54
"E01003224",22.68,27.51,28.49,21.83,19.96,18.54
"E01003225",22.68,27.51,28.49,21.83,19.96,18.54
"E01003226",22.68,27.51,28.49,21.83,19.96,18.54
"E01003227",22.68,27.51,28.49,21.83,19.96,18.54
"E01003228",22.68,27.51,28.49,21.83,19.96,18.54
"E01003229",22.68,27.51,28.49,21.83,19.96,18.54
"E01003230",22.68,27.51,28.49,21.83,19.96,18.54
"E01003231",22.68,27.51,28.49,21.83,19.96,18.54
"E01003232",22.68,27.51,28.49,21.83,19.96,18.54
"E01003233",22.68,27.51,28.49,21.83,19.96,18.54
"E01003235",22.68,27.51,28.49,21.83,19.96,18.54
"E01003236",22.68,27.51,28.49,21.83,19.96,18.54
"E01003237",22.68,27.51,28.49,21.83,19.96,18.54
"E01003238",22.68,27.51,28.49,21.83,19.96,18.54
"E01003239",22.68,27.51,28.49,21.83,19.96,18.54
"E01003240",22.68,27.51,28.49,21.83,19.96,18.54
"E01003241",22.68,27.51,28.49,21.83,19.96,18.54
"E01003243",22.68,27.51,28.49,21.83,19.96,18.54
"E01003244",22.68,27.51,28.49,21.83,19.96,18.54
"E01003245",22.68,27.51,28.49,21.83,19.96,18.54
"E01003246",22.68,27.51,28.49,21.83,19.96,18.54
"E01003247",22.68,27.51,28.49,21.83,19.96,18.54
"E01003248",22.68,27.51,28.49,21.83,19.96,18.54
"E01003249",22.68,27.51,28.49,21.83,19.96,18.54
"E01003250",22.68,27.51,28.49,21.83,19.96,18.54
"E01003251",22.68,27.51,28.49,21.83,19.96,18.54
"E01003252",22.68,27.51,28.49,21.83,19.96,18.54
"E01003253",22.68,27.51,28.49,21.83,19.96,18.54
"E01003254",22.68,27.51,28.49,21.83,19.96,18.54
"E01003255",22.68,27.51,28.49,21.83,19.96,18.54
"E01003256",22.68,27.51,28.49,21.83,19.96,18.54
"E01003257",22.68,27.51,28.49,21.83,19.96,18.54
"E01003258",22.68,27.51,28.49,21.83,19.96,18.54
"E01003259",22.68,27.51,28.49,21.83,19.96,18.54
"E01003260",22.68,27.51,28.49,21.83,19.96,18.54
"E01003261",22.68,27.51,28.49,21.83,19.96,18.54
"E01003262",22.68,27.51,28.49,21.83,19.96,18.54
"E01003263",22.68,27.51,28.49,21.83,19.96,18.54
"E01003264",22.68,27.51,28.49,21.83,19.96,18.54
"E01003265",22.68,27.51,28.49,21.83,19.96,18.54
"E01003266",22.68,27.51,28.49,21.83,19.96,18.54
"E01003267",22.68,27.51,28.49,21.83,19.96,18.54
"E01003268",22.68,27.51,28.49,21.83,19.96,18.54
"E01003269",22.68,27.51,28.49,21.83,19.96,18.54
"E01003270",22.68,27.51,28.49,21.83,19.96,18.54
"E01003271",22.68,27.51,28.49,21.83,19.96,18.54
"E01003272",22.68,27.51,28.49,21.83,19.96,18.54
"E01003273",22.68,27.51,28.49,21.83,19.96,18.54
"E01003274",22.68,27.51,28.49,21.83,19.96,18.54
"E01003275",22.68,27.51,28.49,21.83,19.96,18.54
"E01003276",22.68,27.51,28.49,21.83,19.96,18.54
"E01003277",22.68,27.51,28.49,21.83,19.96,18.54
"E01003278",22.68,27.51,28.49,21.83,19.96,18.54
"E01003279",22.68,27.51,28.49,21.83,19.96,18.54
"E01003280",22.68,27.51,28.49,21.83,19.96,18.54
"E01003281",22.68,27.51,28.49,21.83,19.96,18.54
"E01003282",22.68,27.51,28.49,21.83,19.96,18.54
"E01003283",22.68,27.51,28.49,21.83,19.96,18.54
"E01003284",22.68,27.51,28.49,21.83,19.96,18.54
"E01003285",22.68,27.51,28.49,21.83,19.96,18.54
"E01003286",22.68,27.51,28.49,21.83,19.96,18.54
"E01003287",22.68,27.51,28.49,21.83,19.96,18.54
"E01003288",22.68,27.51,28.49,21.83,19.96,18.54
"E01003290",22.68,27.51,28.49,21.83,19.96,18.54
"E01003291",22.68,27.51,28.49,21.83,19.96,18.54
"E01003292",22.68,27.51,28.49,21.83,19.96,18.54
"E01003293",22.68,27.51,28.49,21.83,19.96,18.54
"E01003295",22.68,27.51,28.49,21.83,19.96,18.54
"E01003296",22.68,27.51,28.49,21.83,19.96,18.54
"E01003297",22.68,27.51,28.49,21.83,19.96,18.54
"E01003298",22.68,27.51,28.49,21.83,19.96,18.54
"E01003299",22.68,27.51,28.49,21.83,19.96,18.54
"E01003300",22.68,27.51,28.49,21.83,19.96,18.54
"E01003301",22.68,27.51,28.49,21.83,19.96,18.54
"E01003302",22.68,27.51,28.49,21.83,19.96,18.54
"E01003303",22.68,27.51,28.49,21.83,19.96,18.54
"E01003304",22.68,27.51,28.49,21.83,19.96,18.54
"E01003305",22.68,27.51,28.49,21.83,19.96,18.54
"E01003307",22.68,27.51,28.49,21.83,19.96,18.54
"E01003308",22.68,27.51,28.49,21.83,19.96,18.54
"E01003309",22.68,27.51,28.49,21.83,19.96,18.54
"E01003310",22.68,27.51,28.49,21.83,19.96,18.54
"E01003311",22.68,27.51,28.49,21.83,19.96,18.54
"E01003312",22.68,27.51,28.49,21.83,19.96,18.54
"E01003313",22.68,27.51,28.49,21.83,19.96,18.54
"E01003314",22.68,27.51,28.49,21.83,19.96,18.54
"E01003315",22.68,27.51,28.49,21.83,19.96,18.54
"E01003316",22.68,27.51,28.49,21.83,19.96,18.54
"E01003317",22.68,27.51,28.49,21.83,19.96,18.54
"E01003318",22.68,27.51,28.49,21.83,19.96,18.54
"E01003319",22.68,27.51,28.49,21.83,19.96,18.54
"E01003320",22.68,27.51,28.49,21.83,19.96,18.54
"E01003321",22.68,27.51,28.49,21.83,19.96,18.54
"E01003322",22.68,27.51,28.49,21.83,19.96,18.54
"E01003323",22.68,27.51,28.49,21.83,19.96,18.54
"E01003324",22.68,27.51,28.49,21.83,19.96,18.54
"E01003325",22.68,27.51,28.49,21.83,19.96,18.54
"E01003326",22.68,27.51,28.49,21.83,19.96,18.54
"E01003327",22.68,27.51,28.49,21.83,19.96,18.54
"E01003328",22.68,27.51,28.49,21.83,19.96,18.54
"E01003329",22.68,27.51,28.49,21.83,19.96,18.54
"E01003330",22.68,27.51,28.49,21.83,19.96,18.54
"E01003331",22.68,27.51,28.49,21.83,19.96,18.54
"E01003332",22.68,27.51,28.49,21.83,19.96,18.54
"E01003333",22.68,27.51,28.49,21.83,19.96,18.54
"E01003334",22.68,27.51,28.49,21.83,19.96,18.54
"E01003335",22.68,27.51,28.49,21.83,19.96,18.54
"E01003336",22.68,27.51,28.49,21.83,19.96,18.54
"E01003337",22.68,27.51,28.49,21.83,19.96,18.54
"E01003338",22.68,27.51,28.49,21.83,19.96,18.54
"E01003339",22.68,27.51,28.49,21.83,19.96,18.54
"E01003340",22.68,27.51,28.49,21.83,19.96,18.54
"E01003341",22.68,27.51,28.49,21.83,19.96,18.54
"E01003342",22.68,27.51,28.49,21.83,19.96,18.54
"E01003343",22.68,27.51,28.49,21.83,19.96,18.54
"E01003344",22.68,27.51,28.49,21.83,19.96,18.54
"E01003345",22.68,27.51,28.49,21.83,19.96,18.54
"E01003346",22.68,27.51,28.49,21.83,19.96,18.54
"E01003347",22.68,27.51,28.49,21.83,19.96,18.54
"E01003348",22.68,27.51,28.49,21.83,19.96,18.54
"E01003349",22.68,27.51,28.49,21.83,19.96,18.54
"E01003350",22.68,27.51,28.49,21.83,19.96,18.54
"E01003351",22.68,27.51,28.49,21.83,19.96,18.54
"E01003352",22.68,27.51,28.49,21.83,19.96,18.54
"E01003353",22.68,27.51,28.49,21.83,19.96,18.54
"E01003354",22.68,27.51,28.49,21.83,19.96,18.54
"E01003355",22.68,27.51,28.49,21.83,19.96,18.54
"E01003356",22.66,27.47,28.43,21.79,19.94,18.54
"E01003357",22.68,27.51,28.49,21.83,19.96,18.54
"E01003358",22.61,27.39,28.3,21.68,19.88,18.53
"E01003359",22.68,27.51,28.49,21.83,19.96,18.54
"E01003360",22.68,27.51,28.49,21.83,19.96,18.54
"E01003361",22.26,26.79,27.3,20.93,19.46,18.5
"E01003362",22.21,26.79,27.12,20.99,19.46,18.53
"E01003363",22.03,26.81,26.47,21.18,19.44,18.67
"E01003364",22.02,26.81,26.44,21.19,19.44,18.68
"E01003365",22.11,26.8,26.75,21.1,19.45,18.61
"E01003366",22.26,26.79,27.3,20.93,19.46,18.5
"E01003367",22.68,27.51,28.49,21.83,19.96,18.54
"E01003368",22.68,27.51,28.49,21.83,19.96,18.54
"E01003369",22.68,27.51,28.49,21.83,19.96,18.54
"E01003370",22.68,27.51,28.49,21.83,19.96,18.54
"E01003371",22.68,27.51,28.49,21.83,19.96,18.54
"E01003372",22.68,27.51,28.49,21.83,19.96,18.54
"E01003373",22.66,27.48,28.45,21.81,19.95,18.53
"E01003374",22.27,27.02,27.78,21.55,19.76,18.42
"E01003375",21.56,26.2,26.58,21.08,19.41,18.21
"E01003376",22.68,27.51,28.49,21.83,19.96,18.54
"E01003377",22.68,27.51,28.49,21.83,19.96,18.54
"E01003378",22.64,27.45,28.41,21.8,19.94,18.53
"E01003379",22.68,27.51,28.49,21.83,19.96,18.54
"E01003380",22.26,26.79,27.3,20.93,19.46,18.5
"E01003381",22.26,26.79,27.3,20.93,19.46,18.5
"E01003382",22.26,26.79,27.3,20.93,19.46,18.5
"E01003383",22.26,26.79,27.3,20.93,19.46,18.5
"E01003384",22.26,26.79,27.3,20.93,19.46,18.5
"E01003385",22.26,26.79,27.3,20.93,19.46,18.5
"E01003386",22.68,27.51,28.49,21.83,19.96,18.54
"E01003387",22.68,27.51,28.49,21.83,19.96,18.54
"E01003388",22.68,27.51,28.49,21.83,19.96,18.54
"E01003389",22.68,27.51,28.49,21.83,19.96,18.54
"E01003390",22.68,27.51,28.49,21.83,19.96,18.54
"E01003391",22.68,27.51,28.49,21.83,19.96,18.54
"E01003392",22.68,27.51,28.49,21.83,19.96,18.54
"E01003393",22.68,27.51,28.49,21.83,19.96,18.54
"E01003394",22.68,27.51,28.49,21.83,19.96,18.54
"E01003395",22.68,27.51,28.49,21.83,19.96,18.54
"E01003396",22.68,27.51,28.49,21.83,19.96,18.54
"E01003397",22.68,27.51,28.49,21.83,19.96,18.54
"E01003398",22.68,27.51,28.49,21.83,19.96,18.54
"E01003399",22.26,26.79,27.3,20.93,19.46,18.5
"E01003400",22.27,26.8,27.32,20.95,19.47,18.5
"E01003401",22.26,26.79,27.3,20.93,19.46,18.5
"E01003402",22.26,26.79,27.3,20.93,19.46,18.5
"E01003403",22.26,26.79,27.3,20.93,19.46,18.5
"E01003404",22.26,26.79,27.3,20.93,19.46,18.5
"E01003405",22.68,27.51,28.49,21.83,19.96,18.54
"E01003406",22.68,27.51,28.49,21.83,19.96,18.54
"E01003407",22.68,27.51,28.49,21.83,19.96,18.54
"E01003408",22.68,27.51,28.49,21.83,19.96,18.54
"E01003409",22.68,27.51,28.49,21.83,19.96,18.54
"E01003410",22.68,27.51,28.49,21.83,19.96,18.54
"E01003411",22.68,27.51,28.49,21.83,19.96,18.54
"E01003412",22.68,27.51,28.49,21.83,19.96,18.54
"E01003413",22.68,27.51,28.49,21.83,19.96,18.54
"E01003414",22.68,27.51,28.49,21.83,19.96,18.54
"E01003415",22.68,27.51,28.49,21.83,19.96,18.54
"E01003416",22.68,27.51,28.49,21.83,19.96,18.54
"E01003417",22.02,26.81,26.44,21.19,19.44,18.68
"E01003418",22.02,26.81,26.44,21.19,19.44,18.68
"E01003419",22.02,26.81,26.44,21.19,19.44,18.68
"E01003420",22.02,26.81,26.44,21.19,19.44,18.68
"E01003421",22.02,26.81,26.44,21.19,19.44,18.68
"E01003422",22.02,26.81,26.44,21.19,19.44,18.68
"E01003423",22.26,26.79,27.3,20.93,19.46,18.5
"E01003424",22.53,27.24,28.06,21.5,19.78,18.52
"E01003425",22.31,26.88,27.45,21.05,19.53,18.5
"E01003426",22.67,27.49,28.47,21.82,19.96,18.54
"E01003427",22.04,26.7,27.2,21.21,19.55,18.4
"E01003428",22.26,26.79,27.3,20.93,19.46,18.5
"E01003429",21.48,26.11,26.44,21.02,19.37,18.19
"E01003430",22.08,26.8,27.46,21.42,19.66,18.36
"E01003431",21.48,26.11,26.44,21.02,19.37,18.19
"E01003432",21.48,26.11,26.44,21.02,19.37,18.19
"E01003433",22.55,27.36,28.27,21.74,19.9,18.5
"E01003434",22.07,26.79,27.44,21.42,19.66,18.36
"E01003435",21.86,26.54,27.08,21.28,19.55,18.3
"E01003436",21.48,26.11,26.44,21.02,19.37,18.19
"E01003437",21.48,26.11,26.44,21.02,19.37,18.19
"E01003438",21.48,26.11,26.44,21.02,19.37,18.19
"E01003439",22.35,27.11,27.92,21.6,19.8,18.44
"E01003440",21.96,26.66,27.25,21.34,19.6,18.33
"E01003441",21.48,26.11,26.44,21.02,19.37,18.19
"E01003442",22.26,26.79,27.3,20.93,19.46,18.5
"E01003443",22.26,26.79,27.3,20.93,19.46,18.5
"E01003444",22.26,26.79,27.3,20.93,19.46,18.5
"E01003445",22.26,26.79,27.3,20.93,19.46,18.5
"E01003446",22.26,26.79,27.3,20.93,19.46,18.5
"E01003447",22.26,26.79,27.3,20.93,19.46,18.5
"E01003448",21.48,26.11,26.44,21.02,19.37,18.19
"E01003449",21.57,26.22,26.44,21.05,19.38,18.27
"E01003450",21.48,26.11,26.44,21.02,19.37,18.19
"E01003451",22.01,26.79,26.44,21.19,19.43,18.66
"E01003452",21.72,26.42,26.44,21.1,19.4,18.41
"E01003453",21.61,26.26,26.66,21.11,19.43,18.23
"E01003454",22.62,27.39,28.3,21.69,19.88,18.53
"E01003455",22.68,27.51,28.49,21.83,19.96,18.54
"E01003456",22.46,27.12,27.86,21.35,19.7,18.52
"E01003457",22.68,27.51,28.49,21.83,19.96,18.54
"E01003458",22.68,27.51,28.49,21.83,19.96,18.54
"E01003459",22.68,27.51,28.49,21.83,19.96,18.54
"E01003460",22.26,26.79,27.3,20.93,19.46,18.5
"E01003461",22.26,26.79,27.3,20.93,19.46,18.5
"E01003462",22.26,26.79,27.3,20.93,19.46,18.5
"E01003463",22.26,26.79,27.3,20.93,19.46,18.5
"E01003464",22.26,26.79,27.3,20.93,19.46,18.5
"E01003465",22.26,26.79,27.3,20.93,19.46,18.5
"E01003466",22.15,26.8,26.89,21.05,19.45,18.58
"E01003467",22.07,26.8,26.62,21.14,19.44,18.64
"E01003468",22.02,26.81,26.44,21.19,19.44,18.68
"E01003469",22.1,26.8,26.74,21.1,19.45,18.61
"E01003470",22.08,26.8,26.66,21.12,19.44,18.63
"E01003471",22.25,26.79,27.27,20.94,19.46,18.5
"E01003472",22.36,26.96,27.58,21.15,19.58,18.51
"E01003473",22.48,27.16,27.92,21.4,19.72,18.52
"E01003474",22.27,26.81,27.34,20.96,19.48,18.5
"E01003475",22.68,27.51,28.49,21.83,19.96,18.54
"E01003476",22.53,27.25,28.06,21.51,19.78,18.52
"E01003477",22.68,27.51,28.49,21.83,19.96,18.54
"E01003478",22.68,27.51,28.49,21.83,19.96,18.54
"E01003479",22.68,27.51,28.49,21.83,19.96,18.54
"E01003480",22.68,27.51,28.49,21.83,19.96,18.54
"E01003481",22.68,27.51,28.49,21.83,19.96,18.54
"E01003482",22.68,27.51,28.49,21.83,19.96,18.54
"E01003483",22.68,27.51,28.49,21.83,19.96,18.54
"E01003484",22.68,27.51,28.49,21.83,19.96,18.54
"E01003485",22.68,27.51,28.49,21.83,19.96,18.54
"E01003486",22.68,27.51,28.49,21.83,19.96,18.54
"E01003487",22.68,27.51,28.49,21.83,19.96,18.54
"E01003488",22.68,27.51,28.49,21.83,19.96,18.54
"E01003489",22.68,27.51,28.49,21.83,19.96,18.54
"E01003490",22.68,27.51,28.49,21.83,19.96,18.54
"E01003491",22.68,27.51,28.49,21.83,19.96,18.54
"E01003492",22.68,27.51,28.49,21.83,19.96,18.54
"E01003493",22.68,27.51,28.49,21.83,19.96,18.54
"E01003494",22.68,27.51,28.49,21.83,19.96,18.54
"E01003495",22.68,27.51,28.49,21.83,19.96,18.54
"E01003496",22.68,27.51,28.49,21.83,19.96,18.54
"E01003497",22.68,27.51,28.49,21.83,19.96,18.54
"E01003498",22.68,27.51,28.49,21.83,19.96,18.54
"E01003499",22.68,27.51,28.49,21.83,19.96,18.54
"E01003500",22.68,27.51,28.49,21.83,19.96,18.54
"E01003501",22.68,27.51,28.49,21.83,19.96,18.54
"E01003502",22.68,27.51,28.49,21.83,19.96,18.54
"E01003503",22.68,27.51,28.49,21.83,19.96,18.54
"E01003506",22.68,27.51,28.49,21.83,19.96,18.54
"E01003507",22.68,27.51,28.49,21.83,19.96,18.54
"E01003508",22.68,27.51,28.49,21.83,19.96,18.54
"E01003509",22.68,27.51,28.49,21.83,19.96,18.54
"E01003511",22.68,27.51,28.49,21.83,19.96,18.54
"E01003512",22.68,27.51,28.49,21.83,19.96,18.54
"E01003513",22.68,27.51,28.49,21.83,19.96,18.54
"E01003514",22.68,27.51,28.49,21.83,19.96,18.54
"E01003515",22.68,27.51,28.49,21.83,19.96,18.54
"E01003516",22.68,27.51,28.49,21.83,19.96,18.54
"E01003517",22.68,27.51,28.49,21.83,19.96,18.54
"E01003518",22.68,27.51,28.49,21.83,19.96,18.54
"E01003519",22.68,27.51,28.49,21.83,19.96,18.54
"E01003520",22.68,27.51,28.49,21.83,19.96,18.54
"E01003521",22.68,27.51,28.49,21.83,19.96,18.54
"E01003522",22.68,27.51,28.49,21.83,19.96,18.54
"E01003523",22.68,27.51,28.49,21.83,19.96,18.54
"E01003524",22.68,27.51,28.49,21.83,19.96,18.54
"E01003525",22.68,27.51,28.49,21.83,19.96,18.54
"E01003526",22.68,27.51,28.49,21.83,19.96,18.54
"E01003527",22.68,27.51,28.49,21.83,19.96,18.54
"E01003528",22.68,27.51,28.49,21.83,19.96,18.54
"E01003529",22.68,27.51,28.49,21.83,19.96,18.54
"E01003530",22.68,27.51,28.49,21.83,19.96,18.54
"E01003531",22.68,27.51,28.49,21.83,19.96,18.54
"E01003532",22.68,27.51,28.49,21.83,19.96,18.54
"E01003533",22.68,27.51,28.49,21.83,19.96,18.54
"E01003534",22.68,27.51,28.49,21.83,19.96,18.54
"E01003535",22.68,27.51,28.49,21.83,19.96,18.54
"E01003536",22.68,27.51,28.49,21.83,19.96,18.54
"E01003537",22.68,27.51,28.49,21.83,19.96,18.54
"E01003538",22.68,27.51,28.49,21.83,19.96,18.54
"E01003539",22.68,27.51,28.49,21.83,19.96,18.54
"E01003540",22.68,27.51,28.49,21.83,19.96,18.54
"E01003541",22.68,27.51,28.49,21.83,19.96,18.54
"E01003542",22.68,27.51,28.49,21.83,19.96,18.54
"E01003543",22.68,27.51,28.49,21.83,19.96,18.54
"E01003544",22.68,27.51,28.49,21.83,19.96,18.54
"E01003545",22.68,27.51,28.49,21.83,19.96,18.54
"E01003546",22.68,27.51,28.49,21.83,19.96,18.54
"E01003547",22.68,27.51,28.49,21.83,19.96,18.54
"E01003548",22.68,27.51,28.49,21.83,19.96,18.54
"E01003549",22.68,27.51,28.49,21.83,19.96,18.54
"E01003550",22.68,27.51,28.49,21.83,19.96,18.54
