"LSOA11CD","July17_2022","July18_2022","July19_2022","July20_2022","July21_2022","July22_2022"
"E01000462",22.68,27.51,28.49,21.83,19.96,18.54
"E01000463",22.68,27.51,28.49,21.83,19.96,18.54
"E01000464",22.68,27.51,28.49,21.83,19.96,18.54
"E01000465",22.68,27.51,28.49,21.83,19.96,18.54
"E01000466",22.68,27.51,28.49,21.83,19.96,18.54
"E01000467",22.68,27.51,28.49,21.83,19.96,18.54
"E01000468",22.68,27.51,28.49,21.83,19.96,18.54
"E01000469",22.68,27.51,28.49,21.83,19.96,18.54
"E01000470",22.68,27.51,28.49,21.83,19.96,18.54
"E01000471",22.26,26.79,27.3,20.93,19.46,18.5
"E01000472",22.26,26.79,27.3,20.93,19.46,18.5
"E01000473",22.26,26.79,27.3,20.93,19.46,18.5
"E01000474",22.26,26.79,27.3,20.93,19.46,18.5
"E01000475",22.26,26.79,27.3,20.93,19.46,18.5
"E01000476",22.26,26.79,27.3,20.93,19.46,18.5
"E01000477",22.26,26.79,27.3,20.93,19.46,18.5
"E01000478",22.26,26.79,27.3,20.93,19.46,18.5
"E01000479",22.26,26.79,27.3,20.93,19.46,18.5
"E01000480",22.26,26.79,27.3,20.93,19.46,18.5
"E01000481",22.26,26.79,27.3,20.93,19.46,18.5
"E01000482",22.26,26.79,27.3,20.93,19.46,18.5
"E01000483",22.26,26.79,27.3,20.93,19.46,18.5
"E01000484",22.26,26.79,27.3,20.93,19.46,18.5
"E01000485",22.26,26.79,27.3,20.93,19.46,18.5
"E01000486",22.26,26.79,27.3,20.93,19.46,18.5
"E01000487",22.26,26.79,27.3,20.93,19.46,18.5
"E01000488",22.26,26.79,27.3,20.93,19.46,18.5
"E01000489",22.26,26.79,27.3,20.93,19.46,18.5
"E01000490",22.26,26.79,27.3,20.93,19.46,18.5
"E01000491",22.26,26.79,27.3,20.93,19.46,18.5
"E01000492",22.26,26.79,27.3,20.93,19.46,18.5
"E01000493",22.26,26.79,27.3,20.93,19.46,18.5
"E01000494",22.26,26.79,27.3,20.93,19.46,18.5
"E01000495",22.26,26.79,27.3,20.93,19.46,18.5
"E01000497",22.26,26.79,27.3,20.93,19.46,18.5
"E01000498",22.26,26.79,27.3,20.93,19.46,18.5
"E01000499",22.26,26.79,27.3,20.93,19.46,18.5
"E01000501",22.26,26.79,27.3,20.93,19.46,18.5
"E01000502",22.26,26.79,27.3,20.93,19.46,18.5
"E01000503",22.26,26.79,27.3,20.93,19.46,18.5
"E01000504",22.26,26.79,27.3,20.93,19.46,18.5
"E01000505",22.26,26.79,27.3,20.93,19.46,18.5
"E01000506",22.26,26.79,27.3,20.93,19.46,18.5
"E01000507",22.26,26.79,27.3,20.93,19.46,18.5
"E01000508",22.26,26.79,27.3,20.93,19.46,18.5
"E01000509",22.26,26.79,27.3,20.93,19.46,18.5
"E01000510",22.26,26.79,27.3,20.93,19.46,18.5
"E01000511",22.26,26.79,27.3,20.93,19.46,18.5
"E01000512",22.26,26.79,27.3,20.93,19.46,18.5
"E01000513",22.26,26.79,27.3,20.93,19.46,18.5
"E01000514",22.26,26.79,27.3,20.93,19.46,18.5
"E01000515",22.26,26.79,27.3,20.93,19.46,18.5
"E01000516",22.26,26.79,27.3,20.93,19.46,18.5
"E01000517",22.26,26.79,27.3,20.93,19.46,18.5
"E01000518",22.26,26.79,27.3,20.93,19.46,18.5
"E01000519",22.26,26.79,27.3,20.93,19.46,18.5
"E01000520",22.26,26.79,27.3,20.93,19.46,18.5
"E01000521",22.26,26.79,27.3,20.93,19.46,18.5
"E01000522",22.26,26.79,27.3,20.93,19.46,18.5
"E01000523",22.26,26.79,27.3,20.93,19.46,18.5
"E01000524",22.26,26.79,27.3,20.93,19.46,18.5
"E01000525",22.26,26.79,27.3,20.93,19.46,18.5
"E01000526",22.26,26.79,27.3,20.93,19.46,18.5
"E01000527",22.26,26.79,27.3,20.93,19.46,18.5
"E01000528",22.26,26.79,27.3,20.93,19.46,18.5
"E01000530",22.26,26.79,27.3,20.93,19.46,18.5
"E01000531",22.26,26.79,27.3,20.93,19.46,18.5
"E01000532",22.26,26.79,27.3,20.93,19.46,18.5
"E01000533",22.26,26.79,27.3,20.93,19.46,18.5
"E01000534",22.26,26.79,27.3,20.93,19.46,18.5
"E01000535",22.26,26.79,27.3,20.93,19.46,18.5
"E01000536",22.26,26.79,27.3,20.93,19.46,18.5
"E01000538",22.26,26.79,27.3,20.93,19.46,18.5
"E01000539",22.26,26.79,27.3,20.93,19.46,18.5
"E01000540",22.26,26.79,27.3,20.93,19.46,18.5
"E01000541",22.26,26.79,27.3,20.93,19.46,18.5
"E01000543",22.26,26.79,27.3,20.93,19.46,18.5
"E01000544",22.68,27.5,28.48,21.82,19.96,18.54
"E01000545",22.35,26.95,27.56,21.13,19.57,18.51
"E01000546",22.26,26.8,27.31,20.94,19.47,18.5
"E01000547",22.43,27.07,27.77,21.29,19.66,18.51
"E01000548",22.68,27.51,28.49,21.83,19.96,18.54
"E01000549",22.52,27.24,28.05,21.49,19.78,18.52
"E01000550",22.68,27.51,28.49,21.83,19.96,18.54
"E01000551",22.49,27.19,27.96,21.43,19.74,18.52
"E01000552",22.68,27.51,28.49,21.83,19.96,18.54
"E01000553",22.26,26.79,27.3,20.93,19.46,18.5
"E01000554",22.26,26.79,27.3,20.93,19.46,18.5
"E01000555",22.26,26.79,27.3,20.93,19.46,18.5
"E01000556",22.26,26.79,27.3,20.93,19.46,18.5
"E01000557",22.26,26.79,27.3,20.93,19.46,18.5
"E01000558",22.26,26.79,27.3,20.93,19.46,18.5
"E01000559",22.26,26.79,27.3,20.93,19.46,18.5
"E01000560",22.26,26.79,27.3,20.93,19.46,18.5
"E01000561",22.26,26.79,27.3,20.93,19.46,18.5
"E01000562",22.26,26.79,27.3,20.93,19.46,18.5
"E01000563",22.26,26.79,27.3,20.93,19.46,18.5
"E01000564",22.26,26.79,27.3,20.93,19.46,18.5
"E01000565",22.26,26.79,27.3,20.93,19.46,18.5
"E01000566",22.26,26.79,27.3,20.93,19.46,18.5
"E01000567",22.26,26.79,27.3,20.93,19.46,18.5
"E01000568",22.26,26.79,27.3,20.93,19.46,18.5
"E01000569",22.26,26.79,27.3,20.93,19.46,18.5
"E01000570",22.26,26.79,27.3,20.93,19.46,18.5
"E01000571",22.26,26.79,27.3,20.93,19.46,18.5
"E01000572",22.26,26.79,27.3,20.93,19.46,18.5
"E01000573",22.26,26.79,27.3,20.93,19.46,18.5
"E01000574",22.26,26.79,27.3,20.93,19.46,18.5
"E01000575",22.26,26.79,27.3,20.93,19.46,18.5
"E01000576",22.26,26.79,27.3,20.93,19.46,18.5
"E01000577",22.26,26.79,27.3,20.93,19.46,18.5
"E01000578",22.26,26.79,27.3,20.93,19.46,18.5
"E01000579",22.26,26.79,27.3,20.93,19.46,18.5
"E01000580",22.26,26.79,27.3,20.93,19.46,18.5
"E01000581",22.26,26.79,27.3,20.93,19.46,18.5
"E01000582",22.26,26.79,27.3,20.93,19.46,18.5
"E01000583",22.26,26.8,27.31,20.94,19.47,18.5
"E01000584",22.26,26.79,27.3,20.93,19.46,18.5
"E01000585",22.26,26.79,27.3,20.93,19.46,18.5
"E01000586",22.26,26.79,27.3,20.93,19.46,18.5
"E01000587",22.26,26.79,27.3,20.93,19.46,18.5
"E01000588",22.26,26.79,27.3,20.93,19.46,18.5
"E01000589",22.26,26.79,27.3,20.93,19.46,18.5
"E01000590",22.26,26.79,27.3,20.93,19.46,18.5
"E01000591",22.26,26.79,27.3,20.93,19.46,18.5
"E01000592",22.26,26.79,27.3,20.93,19.46,18.5
"E01000593",22.26,26.79,27.3,20.93,19.46,18.5
"E01000594",22.26,26.79,27.3,20.93,19.46,18.5
"E01000595",22.26,26.79,27.3,20.93,19.46,18.5
"E01000596",22.26,26.79,27.3,20.93,19.46,18.5
"E01000599",22.26,26.79,27.3,20.93,19.46,18.5
"E01000600",22.26,26.79,27.3,20.93,19.46,18.5
"E01000601",22.26,26.79,27.3,20.93,19.46,18.5
"E01000602",22.26,26.79,27.3,20.93,19.46,18.5
"E01000603",22.26,26.79,27.3,20.93,19.46,18.5
"E01000604",22.26,26.79,27.3,20.93,19.46,18.5
"E01000605",22.26,26.79,27.3,20.93,19.46,18.5
"E01000606",22.26,26.79,27.3,20.93,19.46,18.5
"E01000607",22.26,26.79,27.3,20.93,19.46,18.5
"E01000608",22.26,26.79,27.3,20.93,19.46,18.5
"E01000609",22.26,26.79,27.3,20.93,19.46,18.5
"E01000610",22.26,26.79,27.3,20.93,19.46,18.5
"E01000611",22.26,26.79,27.3,20.93,19.46,18.5
"E01000612",22.26,26.79,27.3,20.93,19.46,18.5
"E01000613",22.26,26.79,27.3,20.93,19.46,18.5
"E01000615",22.26,26.79,27.3,20.93,19.46,18.5
"E01000616",22.26,26.79,27.3,20.93,19.46,18.5
"E01000617",22.26,26.79,27.3,20.93,19.46,18.5
"E01000618",22.26,26.79,27.3,20.93,19.46,18.5
"E01000619",22.26,26.79,27.3,20.93,19.46,18.5
"E01000620",22.26,26.79,27.3,20.93,19.46,18.5
"E01000621",22.26,26.79,27.3,20.93,19.46,18.5
"E01000622",22.26,26.79,27.3,20.93,19.46,18.5
"E01000623",22.26,26.79,27.3,20.93,19.46,18.5
"E01000624",22.26,26.79,27.3,20.93,19.46,18.5
"E01000625",22.26,26.79,27.3,20.93,19.46,18.5
"E01000626",22.26,26.79,27.3,20.93,19.46,18.5
"E01000627",22.26,26.79,27.3,20.93,19.46,18.5
"E01000628",22.26,26.79,27.3,20.93,19.46,18.5
"E01000629",22.26,26.79,27.3,20.93,19.46,18.5
"E01000630",22.26,26.79,27.3,20.93,19.46,18.5
"E01000631",22.26,26.79,27.3,20.93,19.46,18.5
"E01000632",22.26,26.79,27.3,20.93,19.46,18.5
"E01000633",22.26,26.79,27.3,20.93,19.46,18.5
"E01000634",22.26,26.79,27.3,20.93,19.46,18.5
"E01000635",22.26,26.79,27.3,20.93,19.46,18.5
"E01000636",22.26,26.79,27.3,20.93,19.46,18.5
"E01000637",22.26,26.79,27.3,20.93,19.46,18.5
"E01000638",22.26,26.79,27.3,20.93,19.46,18.5
"E01000639",22.26,26.79,27.3,20.93,19.46,18.5
"E01000640",22.26,26.79,27.3,20.93,19.46,18.5
"E01000641",22.26,26.79,27.3,20.93,19.46,18.5
"E01000642",22.26,26.79,27.3,20.93,19.46,18.5
"E01000643",22.26,26.79,27.3,20.93,19.46,18.5
"E01000644",22.26,26.79,27.3,20.93,19.46,18.5
"E01000645",22.68,27.51,28.49,21.83,19.96,18.54
"E01000646",22.68,27.51,28.49,21.83,19.96,18.54
"E01000647",22.66,27.48,28.45,21.81,19.95,18.53
"E01000648",22.37,27.15,27.96,21.62,19.81,18.45
"E01000649",22.48,27.27,28.14,21.69,19.86,18.48
"E01000650",21.51,26.14,26.49,21.04,19.38,18.2
"E01000651",21.49,26.12,26.46,21.03,19.37,18.19
"E01000652",21.48,26.11,26.44,21.02,19.37,18.19
"E01000653",22.68,27.51,28.49,21.83,19.96,18.54
"E01000654",21.48,26.11,26.44,21.02,19.37,18.19
"E01000655",21.48,26.11,26.44,21.02,19.37,18.19
"E01000656",21.48,26.11,26.44,21.02,19.37,18.19
"E01000657",21.48,26.11,26.44,21.02,19.37,18.19
"E01000658",21.48,26.11,26.44,21.02,19.37,18.19
"E01000659",21.48,26.11,26.44,21.02,19.37,18.19
"E01000661",21.48,26.11,26.44,21.02,19.37,18.19
"E01000662",21.48,26.11,26.44,21.02,19.37,18.19
"E01000663",21.48,26.11,26.44,21.02,19.37,18.19
"E01000664",21.48,26.11,26.44,21.02,19.37,18.19
"E01000665",21.48,26.11,26.44,21.02,19.37,18.19
"E01000666",21.48,26.11,26.44,21.02,19.37,18.19
"E01000667",21.48,26.11,26.44,21.02,19.37,18.19
"E01000668",21.48,26.11,26.44,21.02,19.37,18.19
"E01000669",21.48,26.11,26.44,21.02,19.37,18.19
"E01000670",21.48,26.11,26.44,21.02,19.37,18.19
"E01000671",21.48,26.11,26.44,21.02,19.37,18.19
"E01000672",22.68,27.51,28.49,21.83,19.96,18.54
"E01000673",22.68,27.51,28.49,21.83,19.96,18.54
"E01000674",22.68,27.51,28.49,21.83,19.96,18.54
"E01000675",22.6,27.41,28.35,21.78,19.92,18.52
"E01000676",22.68,27.51,28.49,21.83,19.96,18.54
"E01000677",22.68,27.51,28.49,21.83,19.96,18.54
"E01000678",22.18,26.92,27.62,21.49,19.71,18.39
"E01000679",21.48,26.11,26.44,21.02,19.37,18.19
"E01000680",21.48,26.11,26.44,21.02,19.37,18.19
"E01000681",21.48,26.11,26.44,21.02,19.37,18.19
"E01000682",21.48,26.11,26.44,21.02,19.37,18.19
"E01000683",21.48,26.11,26.44,21.02,19.37,18.19
"E01000684",21.48,26.11,26.44,21.02,19.37,18.19
"E01000685",21.48,26.11,26.44,21.02,19.37,18.19
"E01000686",21.48,26.11,26.44,21.02,19.37,18.19
"E01000687",21.48,26.11,26.44,21.02,19.37,18.19
"E01000688",21.48,26.11,26.44,21.02,19.37,18.19
"E01000689",22.68,27.51,28.49,21.83,19.96,18.54
"E01000690",22.68,27.51,28.49,21.83,19.96,18.54
"E01000691",22.68,27.51,28.49,21.83,19.96,18.54
"E01000692",22.68,27.51,28.49,21.83,19.96,18.54
"E01000693",22.68,27.5,28.48,21.83,19.96,18.54
"E01000694",22.68,27.51,28.49,21.83,19.96,18.54
"E01000695",22.68,27.51,28.49,21.83,19.96,18.54
"E01000696",22.56,27.36,28.28,21.75,19.9,18.5
"E01000697",22.68,27.51,28.49,21.83,19.96,18.54
"E01000698",21.92,26.61,27.18,21.32,19.58,18.32
"E01000699",22.68,27.51,28.49,21.83,19.96,18.54
"E01000700",22.68,27.51,28.49,21.83,19.96,18.54
"E01000701",22.68,27.51,28.49,21.83,19.96,18.54
"E01000702",22.68,27.51,28.49,21.83,19.96,18.54
"E01000703",22.68,27.51,28.49,21.83,19.96,18.54
"E01000704",22.64,27.46,28.42,21.8,19.94,18.53
"E01000705",22.68,27.51,28.49,21.83,19.96,18.54
"E01000706",22.5,27.3,28.19,21.71,19.87,18.49
"E01000707",22.68,27.51,28.49,21.83,19.96,18.54
"E01000708",22.34,27.1,27.9,21.6,19.79,18.44
"E01000709",22.68,27.51,28.49,21.83,19.96,18.54
"E01000710",22.68,27.51,28.49,21.83,19.96,18.54
"E01000711",22.68,27.51,28.49,21.83,19.96,18.54
"E01000712",22.68,27.51,28.49,21.83,19.96,18.54
"E01000713",22.68,27.51,28.49,21.83,19.96,18.54
"E01000714",22.68,27.51,28.49,21.83,19.96,18.54
"E01000715",22.68,27.51,28.49,21.83,19.96,18.54
"E01000716",22.68,27.51,28.49,21.83,19.96,18.54
"E01000717",22.66,27.47,28.44,21.81,19.95,18.53
"E01000718",22.68,27.51,28.49,21.83,19.96,18.54
"E01000719",21.51,26.14,26.49,21.05,19.38,18.2
"E01000720",21.65,26.31,26.73,21.14,19.45,18.24
"E01000721",21.48,26.11,26.44,21.02,19.37,18.19
"E01000722",21.48,26.11,26.44,21.02,19.37,18.19
"E01000723",21.48,26.11,26.44,21.02,19.37,18.19
"E01000724",21.48,26.11,26.44,21.02,19.37,18.19
"E01000725",21.48,26.11,26.44,21.02,19.37,18.19
"E01000726",21.48,26.11,26.44,21.02,19.37,18.19
"E01000727",21.48,26.11,26.44,21.02,19.37,18.19
"E01000728",22.58,27.38,28.31,21.76,19.91,18.51
"E01000729",22.68,27.51,28.49,21.83,19.96,18.54
"E01000730",21.51,26.14,26.48,21.04,19.38,18.2
"E01000731",21.48,26.11,26.44,21.02,19.37,18.19
"E01000732",21.48,26.11,26.44,21.02,19.37,18.19
"E01000733",21.48,26.11,26.44,21.02,19.37,18.19
"E01000734",21.48,26.11,26.44,21.02,19.37,18.19
"E01000735",22.68,27.51,28.49,21.83,19.96,18.54
"E01000736",22.68,27.51,28.49,21.83,19.96,18.54
"E01000737",22.68,27.5,28.49,21.83,19.96,18.54
"E01000738",22.66,27.47,28.44,21.81,19.95,18.53
"E01000739",22.22,26.96,27.69,21.52,19.73,18.4
"E01000740",22.68,27.51,28.49,21.83,19.96,18.54
"E01000741",22.68,27.51,28.49,21.83,19.96,18.54
"E01000742",22.68,27.51,28.49,21.83,19.96,18.54
"E01000743",22.68,27.51,28.49,21.83,19.96,18.54
"E01000744",22.68,27.51,28.49,21.83,19.96,18.54
"E01000745",22.68,27.51,28.49,21.83,19.96,18.54
"E01000746",22.68,27.51,28.49,21.83,19.96,18.54
"E01000747",21.48,26.11,26.44,21.02,19.37,18.19
"E01000748",21.48,26.11,26.44,21.02,19.37,18.19
"E01000749",21.48,26.11,26.44,21.02,19.37,18.19
"E01000750",21.48,26.11,26.44,21.02,19.37,18.19
"E01000751",21.48,26.11,26.44,21.02,19.37,18.19
"E01000752",21.48,26.11,26.44,21.02,19.37,18.19
"E01000753",21.48,26.11,26.44,21.02,19.37,18.19
"E01000754",21.48,26.11,26.44,21.02,19.37,18.19
"E01000755",21.48,26.11,26.44,21.02,19.37,18.19
"E01000756",21.48,26.11,26.44,21.02,19.37,18.19
"E01000757",21.48,26.11,26.44,21.02,19.37,18.19
"E01000758",21.48,26.11,26.44,21.02,19.37,18.19
"E01000759",21.48,26.11,26.44,21.02,19.37,18.19
"E01000760",21.48,26.11,26.44,21.02,19.37,18.19
"E01000761",21.48,26.11,26.44,21.02,19.37,18.19
"E01000762",21.48,26.11,26.44,21.02,19.37,18.19
"E01000763",21.48,26.11,26.44,21.02,19.37,18.19
"E01000764",21.48,26.11,26.44,21.02,19.37,18.19
"E01000765",21.48,26.11,26.44,21.02,19.37,18.19
"E01000766",21.48,26.11,26.44,21.02,19.37,18.19
"E01000767",21.48,26.11,26.44,21.02,19.37,18.19
"E01000768",21.48,26.11,26.44,21.02,19.37,18.19
"E01000769",21.48,26.11,26.44,21.02,19.37,18.19
"E01000770",22.26,27.01,27.77,21.55,19.75,18.42
"E01000771",22.55,27.35,28.27,21.74,19.9,18.5
"E01000772",22.5,27.29,28.17,21.7,19.87,18.49
"E01000773",21.64,26.29,26.71,21.13,19.45,18.24
"E01000774",21.49,26.12,26.46,21.03,19.37,18.19
"E01000775",21.48,26.11,26.44,21.02,19.37,18.19
"E01000777",21.48,26.11,26.44,21.02,19.37,18.19
"E01000778",21.48,26.11,26.44,21.02,19.37,18.19
"E01000779",22.68,27.51,28.49,21.83,19.96,18.54
"E01000780",22.68,27.51,28.49,21.83,19.96,18.54
"E01000781",22.68,27.51,28.49,21.83,19.96,18.54
"E01000782",22.68,27.51,28.49,21.83,19.96,18.54
"E01000783",22.68,27.51,28.49,21.83,19.96,18.54
"E01000784",22.68,27.51,28.49,21.83,19.96,18.54
"E01000785",22.68,27.51,28.49,21.83,19.96,18.54
"E01000786",21.48,26.11,26.44,21.02,19.37,18.19
"E01000787",21.48,26.11,26.44,21.02,19.37,18.19
"E01000788",21.48,26.11,26.44,21.02,19.37,18.19
"E01000789",21.48,26.11,26.44,21.02,19.37,18.19
"E01000790",21.48,26.11,26.44,21.02,19.37,18.19
"E01000791",21.48,26.11,26.44,21.02,19.37,18.19
"E01000792",21.48,26.11,26.44,21.02,19.37,18.19
"E01000793",21.48,26.11,26.44,21.02,19.37,18.19
"E01000794",21.48,26.11,26.44,21.02,19.37,18.19
"E01000795",21.48,26.11,26.44,21.02,19.37,18.19
"E01000796",22.68,27.51,28.49,21.83,19.96,18.54
"E01000797",22.68,27.51,28.49,21.83,19.96,18.54
"E01000798",22.68,27.51,28.49,21.83,19.96,18.54
"E01000799",22.68,27.51,28.49,21.83,19.96,18.54
"E01000800",22.68,27.51,28.49,21.83,19.96,18.54
"E01000801",22.68,27.51,28.49,21.83,19.96,18.54
"E01000802",22.68,27.51,28.49,21.83,19.96,18.54
"E01000803",22.68,27.51,28.49,21.83,19.96,18.54
"E01000804",22.68,27.51,28.49,21.83,19.96,18.54
"E01000805",22.68,27.51,28.49,21.83,19.96,18.54
"E01000806",22.68,27.51,28.49,21.83,19.96,18.54
"E01000807",21.53,26.17,26.53,21.06,19.39,18.2
"E01000808",21.48,26.11,26.44,21.02,19.37,18.19
"E01000809",21.48,26.11,26.44,21.02,19.37,18.19
"E01000810",21.48,26.11,26.44,21.02,19.37,18.19
"E01000811",21.48,26.11,26.44,21.02,19.37,18.19
"E01000812",21.48,26.11,26.44,21.02,19.37,18.19
"E01000813",21.48,26.11,26.44,21.02,19.37,18.19
"E01000814",21.48,26.11,26.44,21.02,19.37,18.19
"E01000815",21.48,26.11,26.44,21.02,19.37,18.19
"E01000816",22.68,27.51,28.49,21.83,19.96,18.54
"E01000818",22.68,27.51,28.49,21.83,19.96,18.54
"E01000819",22.68,27.51,28.49,21.83,19.96,18.54
"E01000820",22.68,27.51,28.49,21.83,19.96,18.54
"E01000822",22.68,27.51,28.49,21.83,19.96,18.54
"E01000823",22.68,27.51,28.49,21.83,19.96,18.54
"E01000824",22.68,27.51,28.49,21.83,19.96,18.54
"E01000825",22.68,27.51,28.49,21.83,19.96,18.54
"E01000826",21.48,26.11,26.44,21.02,19.37,18.19
"E01000827",21.48,26.11,26.44,21.02,19.37,18.19
"E01000828",22.38,27.15,27.97,21.63,19.81,18.45
"E01000829",21.9,26.6,27.16,21.31,19.58,18.31
"E01000830",21.48,26.11,26.44,21.03,19.37,18.19
"E01000831",21.78,26.46,26.96,21.23,19.52,18.28
"E01000832",21.48,26.11,26.44,21.02,19.37,18.19
"E01000833",21.48,26.11,26.44,21.02,19.37,18.19
"E01000834",21.48,26.11,26.44,21.02,19.37,18.19
"E01000835",21.48,26.11,26.44,21.02,19.37,18.19
"E01000836",21.48,26.11,26.44,21.02,19.37,18.19
"E01000837",21.48,26.11,26.44,21.02,19.37,18.19
"E01000838",21.48,26.11,26.44,21.02,19.37,18.19
"E01000839",21.48,26.11,26.44,21.02,19.37,18.19
"E01000840",21.48,26.11,26.44,21.02,19.37,18.19
"E01000841",21.48,26.11,26.44,21.02,19.37,18.19
"E01000842",22.68,27.51,28.49,21.83,19.96,18.54
"E01000843",22.68,27.51,28.49,21.83,19.96,18.54
"E01000844",22.68,27.51,28.49,21.83,19.96,18.54
"E01000845",22.68,27.51,28.49,21.83,19.96,18.54
"E01000846",22.68,27.51,28.49,21.83,19.96,18.54
"E01000847",22.68,27.51,28.49,21.83,19.96,18.54
"E01000848",22.68,27.51,28.49,21.83,19.96,18.54
"E01000849",22.68,27.51,28.49,21.83,19.96,18.54
"E01000850",22.68,27.51,28.49,21.83,19.96,18.54
"E01000851",22.68,27.51,28.49,21.83,19.96,18.54
"E01000852",22.68,27.51,28.49,21.83,19.96,18.54
"E01000853",22.68,27.51,28.49,21.83,19.96,18.54
"E01000854",22.68,27.51,28.49,21.83,19.96,18.54
"E01000855",22.68,27.51,28.49,21.83,19.96,18.54
"E01000856",22.68,27.51,28.49,21.83,19.96,18.54
"E01000857",22.68,27.51,28.49,21.83,19.96,18.54
"E01000858",22.68,27.51,28.49,21.83,19.96,18.54
"E01000859",22.68,27.51,28.49,21.83,19.96,18.54
"E01000860",22.68,27.51,28.49,21.83,19.96,18.54
"E01000861",22.68,27.51,28.49,21.83,19.96,18.54
"E01000862",22.68,27.51,28.49,21.83,19.96,18.54
"E01000863",22.68,27.51,28.49,21.83,19.96,18.54
"E01000864",22.68,27.51,28.49,21.83,19.96,18.54
"E01000865",22.68,27.51,28.49,21.83,19.96,18.54
"E01000866",22.68,27.51,28.49,21.83,19.96,18.54
"E01000867",22.68,27.51,28.49,21.83,19.96,18.54
"E01000868",22.68,27.51,28.49,21.83,19.96,18.54
"E01000869",22.68,27.51,28.49,21.83,19.96,18.54
"E01000870",22.68,27.51,28.49,21.83,19.96,18.54
"E01000871",22.41,27.05,27.74,21.26,19.65,18.51
"E01000872",22.26,26.79,27.3,20.93,19.46,18.5
"E01000873",22.45,27.12,27.85,21.35,19.69,18.52
"E01000874",22.68,27.51,28.49,21.83,19.96,18.54
"E01000875",22.26,26.79,27.3,20.93,19.46,18.5
"E01000876",22.39,27.01,27.66,21.2,19.62,18.51
"E01000877",22.68,27.51,28.49,21.83,19.96,18.54
"E01000878",22.68,27.51,28.49,21.83,19.96,18.54
"E01000879",22.68,27.51,28.49,21.83,19.96,18.54
"E01000880",22.68,27.51,28.49,21.83,19.96,18.54
"E01000881",22.68,27.51,28.49,21.83,19.96,18.54
"E01000882",22.68,27.51,28.49,21.83,19.96,18.54
"E01000883",22.68,27.51,28.49,21.83,19.96,18.54
"E01000884",22.68,27.51,28.49,21.83,19.96,18.54
"E01000885",22.68,27.51,28.49,21.83,19.96,18.54
"E01000886",22.68,27.51,28.49,21.83,19.96,18.54
"E01000887",22.68,27.51,28.49,21.83,19.96,18.54
"E01000888",22.68,27.51,28.49,21.83,19.96,18.54
"E01000889",22.68,27.51,28.49,21.83,19.96,18.54
"E01000890",22.68,27.51,28.49,21.83,19.96,18.54
"E01000891",22.68,27.51,28.49,21.83,19.96,18.54
"E01000892",22.68,27.51,28.49,21.83,19.96,18.54
"E01000893",22.68,27.51,28.49,21.83,19.96,18.54
"E01000894",22.68,27.51,28.49,21.83,19.96,18.54
"E01000895",22.68,27.51,28.49,21.83,19.96,18.54
"E01000896",22.68,27.51,28.49,21.83,19.96,18.54
"E01000897",22.68,27.51,28.49,21.83,19.96,18.54
"E01000898",22.68,27.51,28.49,21.83,19.96,18.54
"E01000899",22.68,27.51,28.49,21.83,19.96,18.54
"E01000900",22.68,27.51,28.49,21.83,19.96,18.54
"E01000901",22.68,27.51,28.49,21.83,19.96,18.54
"E01000902",22.68,27.51,28.49,21.83,19.96,18.54
"E01000903",22.68,27.51,28.49,21.83,19.96,18.54
"E01000904",22.68,27.51,28.49,21.83,19.96,18.54
"E01000905",22.68,27.51,28.49,21.83,19.96,18.54
"E01000906",22.68,27.51,28.49,21.83,19.96,18.54
"E01000907",22.68,27.51,28.49,21.83,19.96,18.54
"E01000908",22.68,27.51,28.49,21.83,19.96,18.54
"E01000909",22.68,27.51,28.49,21.83,19.96,18.54
"E01000910",22.68,27.51,28.49,21.83,19.96,18.54
"E01000911",22.68,27.51,28.49,21.83,19.96,18.54
"E01000912",22.68,27.51,28.49,21.83,19.96,18.54
"E01000913",22.68,27.51,28.49,21.83,19.96,18.54
"E01000914",22.68,27.51,28.49,21.83,19.96,18.54
"E01000915",22.68,27.51,28.49,21.83,19.96,18.54
"E01000916",22.68,27.51,28.49,21.83,19.96,18.54
"E01000917",22.68,27.51,28.49,21.83,19.96,18.54
"E01000918",22.68,27.51,28.49,21.83,19.96,18.54
"E01000919",22.68,27.51,28.49,21.83,19.96,18.54
"E01000920",22.68,27.51,28.49,21.83,19.96,18.54
"E01000921",22.68,27.51,28.49,21.83,19.96,18.54
"E01000922",22.68,27.51,28.49,21.83,19.96,18.54
"E01000923",22.68,27.51,28.49,21.83,19.96,18.54
"E01000924",22.68,27.51,28.49,21.83,19.96,18.54
"E01000925",22.68,27.51,28.49,21.83,19.96,18.54
"E01000926",22.68,27.51,28.49,21.83,19.96,18.54
"E01000927",22.68,27.51,28.49,21.83,19.96,18.54
"E01000928",22.68,27.51,28.49,21.83,19.96,18.54
"E01000929",22.68,27.51,28.49,21.83,19.96,18.54
"E01000930",22.68,27.51,28.49,21.83,19.96,18.54
"E01000931",22.63,27.42,28.35,21.72,19.9,18.53
"E01000932",22.68,27.51,28.49,21.83,19.96,18.54
"E01000933",22.68,27.51,28.49,21.83,19.96,18.54
"E01000934",22.68,27.51,28.49,21.83,19.96,18.54
"E01000935",22.68,27.51,28.49,21.83,19.96,18.54
"E01000936",22.68,27.51,28.49,21.83,19.96,18.54
"E01000937",22.68,27.51,28.49,21.83,19.96,18.54
"E01000938",22.68,27.51,28.49,21.83,19.96,18.54
